StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Set a Value Now,Q_DataPolicyViolations
24/08/2023 17:53,24/08/2023 17:55,0,92.15.29.41,100,133,1,24/08/2023 17:55,R_247SsQGhQNSdCGE,,,,,51.3981,-0.8735,anonymous,EN,1,5f2a993589aa602d40352125,1,2,2,2,2,1,1,1,2,1,1,"i chose the one that looked more 'perfect' , less fine lines, more straight on to the camera",2,2,1,2,2,2,2,1,2,2,i chose the ones that looked faker for example no shadows visible,,
24/08/2023 17:52,24/08/2023 17:56,0,185.205.173.10,100,222,1,24/08/2023 17:56,R_3qI4IhgEgTMdDAn,,,,,53.4809,-2.2374,anonymous,EN,1,63d01d45efe52697aded529f,1,1,1,1,1,1,1,2,2,2,1,"I mostly picked the women who were blonde-haired, blue-eyed, and conventionally attractive because I suspect that most AI models are trained on datasets pulled from the internet, which tends to have a bias in favour of people who look that way.",2,1,2,2,2,2,2,2,2,2,"Partly it's because some of the images loaded slower, which made me think that maybe they were being generated on-the-fly. I tended towards ""average"" looking people without outstanding features, and blander backgrounds because these are things that the AI will tend towards.",,
24/08/2023 17:53,24/08/2023 17:56,0,5.148.42.138,100,195,1,24/08/2023 17:56,R_3GeUKmG7A2BrKSi,,,,,50.913,0.3464,anonymous,EN,1,5ca519cefed17500015f80f2,1,2,2,1,1,1,2,2,2,2,2,"I tried to pick the face tat looked too perfect, I don't think AI would understand imperfections",1,2,1,2,2,2,1,1,2,2,"I tried to pick the faces with less complicated details, I do not think AI could pick these up",,
24/08/2023 17:52,24/08/2023 17:56,0,85.72.133.55,100,257,1,24/08/2023 17:56,R_2fOWxNzot1b54bv,,,,,38.0311,23.6956,anonymous,EN,1,5e432a13b923be1d29f6332c,1,2,2,2,1,2,2,2,2,1,1,"Instinctually the less emotive the face, the more I thought it was AI generated",1,1,1,2,2,1,1,1,2,1,"Same reason as before, adding that generally better quality photos lead me to think that they're AI",,
24/08/2023 17:51,24/08/2023 17:56,0,87.202.27.195,100,291,1,24/08/2023 17:56,R_1Mn6Rc8Oj6p9KPD,,,,,38.9007,22.426,anonymous,EN,1,5ffdc5b4f80ddc375d96e429,1,2,2,2,1,1,2,2,1,1,1,"Most of the time, AI generated faces have a small ""uncanny"" feeling. So I followed that feeling, as well as looking for some ""too perfect"" details.",1,2,1,1,2,1,2,1,2,1,Same as before. Looking for too perfect pictures and pictures giving me an uncanny feeling,,
24/08/2023 17:51,24/08/2023 17:56,0,87.74.251.191,100,318,1,24/08/2023 17:56,R_2OO2cfUHXqzTLfI,,,,,53.4809,-2.2374,anonymous,EN,1,6442627949649acda31c8683,1,1,1,1,2,1,1,2,1,1,1,This is very difficult. IF there are truly fake images in here they are very good. I'm mostly just having to go on feel. I can't spot anything that objectively makes the fake image stand out so it's by instinct.,1,1,1,2,1,1,1,1,2,1,My reason here is the same as before,,
24/08/2023 17:50,24/08/2023 17:56,0,132.76.61.54,100,386,1,24/08/2023 17:56,R_3NwkOmA52xi3BYT,,,,,31.8943,34.8192,anonymous,EN,0.899999976,5f75c3ec4779992567247f08,1,2,2,2,1,2,1,2,2,2,1,"the AI images are too perfect' w/o acne or human emotions, flat faces",1,1,1,2,1,1,2,1,2,1,"too perfect faces, somehow emotionless",,
24/08/2023 17:54,24/08/2023 17:56,0,203.164.171.18,100,168,1,24/08/2023 17:56,R_2VxyOY8H4lORlpD,,,,,-34.9281,138.5999,anonymous,EN,0.899999976,5e438f71fb96eb21ca42b7c3,1,1,2,2,1,2,1,1,2,2,1,I judged based on the quality of the photo and what I consider to be natural looking features,1,2,1,2,1,1,2,2,2,1,I judged based on what I consider to be natrally looking features ,,
24/08/2023 17:53,24/08/2023 17:56,0,90.193.6.116,100,185,1,24/08/2023 17:56,R_2lsMxFTnpKvVIQh,,,,,51.7881,1.1582,anonymous,EN,1,5a1d9acffe645f0001ea09e9,1,1,2,2,1,1,2,2,2,2,1,I picked the picture that looked the most perfect and symmetrical ,2,2,1,2,2,2,2,1,2,2,I picked the one with the least deformities ,,
24/08/2023 17:51,24/08/2023 17:56,0,93.147.7.112,100,325,1,24/08/2023 17:57,R_1liewmlMJGlmi01,,,,,41.8904,12.5126,anonymous,EN,1,5ea718879d28c80bf38bcb7f,1,1,1,1,1,1,1,2,1,1,1,I selected faces that looked less natural to me either because they were too symmetrical or had too much detail. in some cases I also considered the light and background,1,2,1,1,1,2,1,1,2,2,"as before, I selected faces that looked less natural to me either because they were too symmetrical or had too much detail. in some cases I also considered light and shadow ",,
24/08/2023 17:51,24/08/2023 17:57,0,188.11.44.132,100,323,1,24/08/2023 17:57,R_3iWDOa3r7m97jYb,,,,,45.6946,9.7998,anonymous,EN,1,5d637a7fa3b94d0001da4cd0,1,1,1,1,1,1,1,1,1,1,1,"I think the fake face images are those where the face does not look normal or natural, it looks like it has been build. Maybe a part of the face is stretched out.",1,2,1,1,1,2,1,2,2,1,"this was very difficult, both the images looked natural. I tried guessing ",,
24/08/2023 17:54,24/08/2023 17:57,0,86.138.102.81,100,184,1,24/08/2023 17:57,R_2uwaZDcX9zdUWIz,,,,,51.6465,-3.9322,anonymous,EN,1,63ea841b810eff32f1f8daa4,1,1,1,2,1,1,1,1,1,1,1,"Some of the images' skins are very smooth loosing their textures. I could be wrong. Some of them are also perfectly lit, again i could be wrong.",1,1,1,2,1,1,1,1,2,1,"Same as the women, some of the skin textures are very smooth and most of them are very lit nicely. This is a tricky set.",,
24/08/2023 17:54,24/08/2023 17:57,0,83.86.212.65,100,185,1,24/08/2023 17:57,R_217BJAcUY63jy6K,,,,,52.0134,4.3655,anonymous,EN,1,5f970a74069a250711aaa695,1,2,2,2,1,2,2,2,2,2,2,"I thought that the photos which seemedto have nearly perfect symmetry were probably AI generated. For a few photos where I couldn't make this distinction, I just went with a gut feeling",2,2,1,1,2,1,1,1,2,1,Symmetrical face assumed to be AI generated,,
24/08/2023 17:52,24/08/2023 17:57,0,217.43.187.117,100,300,1,24/08/2023 17:57,R_2WwG5dBl0aRljL0,,,,,52.5852,-0.236,anonymous,EN,0.899999976,59a5ceaccdf3820001654951,1,1,1,2,1,1,2,1,2,1,2,"Eye shapes differed in fake ones, too perfect symmetry in others. ",1,2,1,1,1,1,1,1,2,2,"Eye shape differs in fake ones, too perfect symmetry in others ",,
24/08/2023 17:51,24/08/2023 17:57,0,94.66.119.248,100,412,1,24/08/2023 17:57,R_3m1Ziv7iBSM0T09,,,,,38.2475,21.7311,anonymous,EN,1,5fd8b3ef6a260626886363c1,1,2,1,2,1,1,1,1,1,1,1,"I chose the real photo over the AI-generated one because real photos capture genuine moments, emotions, and connections. They hold the authenticity of the subject, conveying depth that AI imagery lacks.",1,2,1,2,1,2,2,1,2,1,i think the skin colour was a bit different ,,
24/08/2023 17:51,24/08/2023 17:57,0,27.252.124.212,100,392,1,24/08/2023 17:57,R_3EtdxYiTNL5CIkv,,,,,-43.5264,172.525,anonymous,EN,1,64df0e2efacacbd4e3c01012,2,1,1,2,1,1,1,2,1,2,1,"I felt like in a lot of the pictures the eyes were less realistic looking. Aside from that, hair lines and sometimes wrinkles/lines in the face. Honestly though, there weren't any that seemed clearly fake to me.",2,1,1,1,2,1,1,1,2,2,"I tried to look at things like overly identical ears, or the extreme opposite. Some of them just felt exceptionally generic.",,
24/08/2023 17:55,24/08/2023 17:58,0,92.40.255.113,100,157,1,24/08/2023 17:58,R_11chddZ6WVpaXFA,,,,,51.4566,-0.968,anonymous,EN,0.800000012,5e5ad8d315b8d42db10b84ce,1,1,2,2,1,1,2,1,2,1,1,I thought some images were close to celeberaties and that is the reason I thought they were AI generated fake images.,1,1,1,1,1,2,2,1,1,1,some images were very close to celebs and looked unautentic.,,
24/08/2023 17:56,24/08/2023 17:58,0,84.69.153.99,100,151,1,24/08/2023 17:58,R_BS8nCy5q2TC6k1z,,,,,55.867,-4.2621,anonymous,EN,1,5dede922ad51834919f11f91,1,2,2,2,1,2,1,2,2,1,2,It's very difficult to tell which is AI genertaed,1,2,1,2,1,2,2,1,2,1,Some look more polished and i would assume they're fake,,
24/08/2023 17:54,24/08/2023 17:58,0,129.234.60.230,100,273,1,24/08/2023 17:58,R_b327HcmYlZjW7qp,,,,,54.6988,-1.6465,anonymous,EN,1,5a201c7bc9199b00010810e8,1,1,1,1,1,2,1,2,2,1,1,Looked closely at the eyes and mouth also the skin tone. Some were difficult choices ,1,1,1,2,2,1,1,1,1,2,"those were harder to recognise. Again went for eyes, skin tone and mouth and a more natural look",,
24/08/2023 17:56,24/08/2023 17:58,0,92.236.21.246,100,168,1,24/08/2023 17:58,R_Zqsbq5D0b192G77,,,,,51.4674,-0.3556,anonymous,EN,1,5cac985f3d3f590017067482,1,1,2,2,1,1,1,1,1,1,1,I looked for ones that looked perfect and seemed to have no flaws.,1,2,1,1,1,1,1,1,2,1,I looked for whether the pictures seemed too perfect or whether the background was plain.,,
24/08/2023 17:53,24/08/2023 17:58,0,88.111.124.94,100,351,1,24/08/2023 17:59,R_2aIxMRO5BrjIcuZ,,,,,50.7912,-0.0054,anonymous,EN,1,5e0b3d5dbf3d4e3868abc3ea,1,2,2,2,1,2,1,2,2,1,2,I did it on the basis of face wideness as I was thinking the AI would go more for uniformity,1,2,1,2,1,1,1,1,2,1,"I went for uniformity, I thought AI would create that",,
24/08/2023 17:51,24/08/2023 17:59,0,46.246.242.86,100,454,1,24/08/2023 17:59,R_3ncKN2PzVRFCebQ,,,,,37.9842,23.7353,anonymous,EN,1,5dd6e0d686411b682f620fd7,1,1,1,2,1,1,2,2,2,2,1,It was very hard to tell. I was zooming in trying to make out details like chipped lips or uneven make up that would indicate it's a real picture,1,1,1,2,2,2,2,1,2,2,I felt like AI was generating perfect images like ones you would have after applying filters to normal images. ,,
24/08/2023 17:56,24/08/2023 17:59,0,51.52.94.148,100,214,1,24/08/2023 17:59,R_3MfExsodsVyraHi,,,,,52.4678,-0.9154,anonymous,EN,1,5c864b1bd9fe700001023b72,1,2,1,1,2,1,2,1,2,1,2,I looked at the ones that had less detail on their faces and also the background ,1,2,1,2,1,1,2,1,2,2,I looked at the ones that had less detail on their face and also the background,,
24/08/2023 17:54,24/08/2023 18:00,0,84.65.20.233,100,326,1,24/08/2023 18:00,R_r0h1EFRxl7P27mh,,,,,51.4566,-0.968,anonymous,EN,0.899999976,5db1b1b6cd3329000ba29566,1,1,1,1,1,1,1,2,2,1,2,i looked at whether the lighting looked realistic on peoples features and whether the overall image looked normal to me,1,1,1,2,1,1,2,1,2,2,"i'm doubting myself now, some just looked a bit wrong to me in terms of lighting and shadows or lack of them",,
24/08/2023 17:53,24/08/2023 18:00,0,37.181.119.250,100,418,1,24/08/2023 18:00,R_2BmluNCoPFUPh9N,,,,,41.1122,16.8547,anonymous,EN,1,5dc75ca46bba9b53c23a76af,1,1,2,2,1,1,1,2,2,2,2,"Difficult to say, but it seemed that the pictures I chose were too symmetric, which made them a bit more suspicious than for the rest of the pictures.",1,2,1,1,2,1,1,1,2,1,"Same as before. The selected faces seemed slighly more symmetric and rigid than the others. Also, a bit more unnatural (for instance, not showing wrinkles).",,
24/08/2023 17:50,24/08/2023 18:00,0,185.8.197.27,100,586,1,24/08/2023 18:00,R_3EKbEZMP3mKfJKN,,,,,45.0508,9.6972,anonymous,EN,0.899999976,58890fb88fd7f00001d735fd,1,2,2,2,1,2,2,2,2,2,1,"Freckles seemed to be like a stamp on the face, too perfect lighting in general",1,2,1,2,1,2,2,1,2,2,Lighting on the picture i thought to be real seems to be too complex with respect to the other pictures where everything is evenly lit up and symmetric ,,
24/08/2023 17:53,24/08/2023 18:00,0,119.192.183.10,100,405,1,24/08/2023 18:00,R_3iwGw6R2EJZpGnu,,,,,37.5433,126.9073,anonymous,EN,0.899999976,60caf58c38ce3e0f5a51f62b,2,1,2,2,1,1,1,1,2,1,1,Feelings of awkward perfection or unexpected flaws,1,1,2,2,2,2,2,1,2,2,Awkward details or mere uncanny feeling,,
24/08/2023 17:53,24/08/2023 18:00,0,82.20.86.197,100,424,1,24/08/2023 18:00,R_1kIhpvkiys4rue8,,,,,51.7655,-0.4482,anonymous,EN,1,614dbb9f8013aea4bc3cd6bc,1,2,2,2,1,1,1,1,1,1,1,"Just looked more fake, but was extremely hard to tell. Alot of them looked fake",1,1,2,1,2,1,1,1,2,1,Same justification as the set of female photo's. Just picked what looked the fakest.,,
24/08/2023 17:55,24/08/2023 18:01,0,85.118.37.103,100,372,1,24/08/2023 18:01,R_2QrgCG0h1P6EtnN,,,,,48.8582,2.3387,anonymous,EN,1,60d9dfd4dcc09cf57dc92cb1,1,2,2,2,1,1,1,2,1,2,1,"I mainly look at the skin tone, if it looks too perfect then I think it's fake",1,2,1,2,1,1,1,1,2,1,if the skin texture is too perfect then i think it might be fake,,
24/08/2023 17:52,24/08/2023 18:01,0,91.132.142.229,100,513,1,24/08/2023 18:01,R_Y3vzjFkkewB8EhP,,,,,40.6439,22.9358,anonymous,EN,1,5d678b1609288100014849e8,1,1,1,2,1,1,1,2,2,2,1,It was really hard to decide because both looked real. I tried to choose what seemed more unnatural. I tried to focus on details that would help find something unreal.,1,1,1,2,2,1,1,1,2,1,Now I tried to frind a pattern. I think AI puts a kind of similar blurred background in the images,,
24/08/2023 17:57,24/08/2023 18:01,0,109.150.94.148,100,286,1,24/08/2023 18:02,R_R4fr7tbBQoBrDEZ,,,,,51.5519,0.1902,anonymous,EN,1,5f7d915455d86b279239d7ad,1,1,2,1,1,1,1,1,2,1,1,tried to select the images that looked more artificial,1,2,1,2,1,1,1,1,2,2,tried to pick the images that were more artificial,,
24/08/2023 17:57,24/08/2023 18:02,0,80.111.106.21,100,301,1,24/08/2023 18:02,R_1IKm3XdzFMEFpuf,,,,,53.3037,-6.1831,anonymous,EN,1,5caf23c113dcf90016ad24ad,1,2,2,2,1,1,2,2,2,1,1,It was virtually impossible to distinguish which may have been AI generated. I thought in several there was a hint of something wrong in the eyes and used this to try and spot the fakes. ,1,1,1,2,1,1,2,1,1,1,"I saw less wrong with the eyes in that series, so I was looking for emotion that was displayed slightly wrong or features that were slightly off. Again though, it was virtually impossible to be sure.",,
24/08/2023 17:54,24/08/2023 18:02,0,80.56.253.89,100,444,1,24/08/2023 18:02,R_2zvafFHjbLNoUTM,,,,,51.7731,4.6752,anonymous,EN,1,63ed001bbcfe2403ceb9990a,1,1,2,2,1,2,1,2,2,2,1,"It was hard to declare, a lot of times both looked like a real picture. But sometimes one just looked to blunt",1,2,1,2,1,2,1,1,2,2,The ones that didnt laugh looked more fake to me,,
24/08/2023 17:51,24/08/2023 18:02,0,185.186.86.128,100,625,1,24/08/2023 18:02,R_pzK3H1kodCLOspz,,,,,37.9437,22.949,anonymous,EN,0.899999976,601b154e1d236c48cb675d13,1,2,2,2,1,1,1,2,2,1,1,i believe that the fake images that are generated by AI are those with more symmetrical faces. I also noticed that AI images have more diffused light and the real one more harsh light. ,1,1,1,1,2,1,1,1,2,2,the AI images are mostly more evenly lighted and the characteristic of the faces are more beautified,,
24/08/2023 17:54,24/08/2023 18:02,0,37.117.219.207,100,525,1,24/08/2023 18:02,R_2QtBJ7X2V0tFauN,,,,,43.0199,13.8671,anonymous,EN,1,58cc334a334d5b0001d6493b,1,2,1,1,2,1,1,1,1,2,2,I've tried to choose photos based on more natural lighting believing that it's a part that an AI can't generate correctly. However all photos appear to be real.,2,1,2,1,1,1,1,2,2,2,I tried to choose the photos based on a more natural lighting and a more natural beard as usually an AI is not able to generate accurate details.,,
24/08/2023 17:53,24/08/2023 18:03,0,109.178.242.212,100,579,1,24/08/2023 18:03,R_3qHzsk4lSi6bWjH,,,,,37.9842,23.7353,anonymous,EN,1,5f895f20186c77000895040c,1,1,1,2,1,1,1,1,2,1,1,I tried to see which face had more detailed features. I still was very hard.,2,2,1,2,1,1,1,1,2,2,Same as before. I still can't believe that some ot those were AI generated,,
24/08/2023 17:49,24/08/2023 18:03,0,125.238.104.125,100,834,1,24/08/2023 18:03,R_1jdFBsrnu6wP3LS,,,,,-43.5551,172.6178,anonymous,EN,0.899999976,60cea4440cad5e1e131e1ecb,1,1,2,2,1,1,2,2,2,1,2,"The ones I chose seemed to have a ""clearer"" and more uniform complexion. I also looked at their lips which seemed too precise as well as eyes. There did seem to be a uniformity across some of the images I chose in terms of facial expression, complexion and hair structure.",1,2,2,2,1,1,2,1,2,1,Quite often the ears did not seem realistic or matching the other side. Creases around the eyes were sometimes too pronounced or lacked a shadow or depth effect. Lighting on the hair was too consistent.,,
24/08/2023 17:57,24/08/2023 18:03,0,84.67.217.91,100,375,1,24/08/2023 18:03,R_3nct8hePAkbV3qs,,,,,51.4535,-2.5917,anonymous,EN,0.899999976,6130ea39da3a6f2c11b441d0,1,1,2,2,1,1,1,2,2,1,1,"Some of the faces are REALLY symetrical which seemed to be more fake then other. Sometimes it was hard to pick one to be honest. Skin detail also, like skin texture, lines wrinkles etc prompted me to choose the other one",1,2,1,2,1,1,2,1,2,2,Hard to say as it was in comparison to the image next to it. I wonder if i would choose the same face if it was next to a different face. Skin texture and sometimes background may of played a part. There was one where the male looked like the sun was shining in his eyes/face and i thought an AI generation wouldn't generate something like this,,
24/08/2023 17:57,24/08/2023 18:05,0,86.132.72.53,100,472,1,24/08/2023 18:05,R_R3sEOA9noYe0ppL,,,,,53.1114,-1.6531,anonymous,EN,1,59e481a5e75b450001a690f9,1,2,2,2,1,1,2,2,2,1,1,"Mostly it was instict, but I think I detected a deadness in the eyes, they were all convincing and I wouldn't have suspected AI if it hadn't have been for the study telling me that there were AI generated.",2,2,1,2,2,1,1,2,2,1,Some of these were very difficult - they either both looked fake or both looked real. I was looking for imperfection - the ones I suspected tended to be blander.,,
24/08/2023 17:57,24/08/2023 18:05,0,172.218.36.15,100,525,1,24/08/2023 18:05,R_3sB1xzpxD2G5wg0,,,,,49.1092,-122.8604,anonymous,EN,1,60a9e0e4d2741b11c3ed7b8f,1,2,2,2,1,2,2,2,2,1,1,The ai pictures feel hollow. they have serial killer eyes. there's also weird lighting and shadows sometimes.,2,1,1,2,2,2,2,1,2,2,it's mostly a lighting thing. although sometimes the fake faces look too symmetrical. ,,
24/08/2023 18:00,24/08/2023 18:06,0,82.9.83.47,100,364,1,24/08/2023 18:06,R_PFA605KYfJpE1cB,,,,,51.7106,-3.6988,anonymous,EN,1,55e9aa1c735c45001043fbb6,1,1,1,1,2,1,1,1,1,1,1,"I wasn't sure just the ones that I thought looked fake, guesses really",1,1,1,1,1,2,2,1,1,1,Just guesses really. It was hard to know,,
24/08/2023 18:11,24/08/2023 18:16,0,93.187.30.35,100,293,1,24/08/2023 18:16,R_1jOneGomQyYrsAO,,,,,43.3218,11.3262,anonymous,EN,1,60a37b4e514b606e0a822a0c,1,1,2,2,1,1,1,1,2,1,2,I think that the colors are too sharp and you can feel corrections in skin imperfections,1,2,1,2,1,2,1,1,2,2,"the same reason of before, too too sharprness almost hiding the skin imperfections",,
