StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Set a Value Now,Q_DataPolicyViolations
24/08/2023 15:54,24/08/2023 16:04,0,99.243.233.23,100,611,1,24/08/2023 16:04,R_CfS9W6N3x1loYmd,,,,,42.9591,-81.2322,anonymous,EN,0.899999976,5aa8ebf089de8200013f8c48,1,1,2,1,2,2,2,2,2,2,2,"I am choosing the fake image based on which one I think looks more unnatural or too ""perfect"".",2,2,2,2,2,2,1,2,1,1,"I am choosing the fake image by which one looks more unnatural or ""too perfect"". Also by imperfections not usually seen in faces such as weird eye placement.",,
24/08/2023 16:01,24/08/2023 16:04,0,86.22.103.111,100,221,1,24/08/2023 16:04,R_9YqEBJOIlQSf3Al,,,,,51.5245,-0.1567,anonymous,EN,0.800000012,63d4292e618ac5ec77dfc55f,1,1,1,1,2,2,2,2,2,1,2,some pictures just look like very well done ( too well ),1,2,2,1,2,1,2,2,1,1,the teeth shape are very similar,,
24/08/2023 15:57,24/08/2023 16:05,0,109.53.36.167,100,458,1,24/08/2023 16:05,R_2wNAst2SHqookyJ,,,,,43.1479,12.1097,anonymous,EN,1,5b4f76276d90520001127200,1,1,2,1,2,2,2,1,2,2,2,"It was very difficult to recognize fake faces in this study, anyway I caught something artificial in the eyes of some faces",1,2,1,1,1,1,1,2,1,1,I thought I noticed something artificial either in the eyes or in the shape of the face or in the texture of the skin,,
24/08/2023 15:57,24/08/2023 16:05,0,5.54.211.229,100,502,1,24/08/2023 16:05,R_O3FZ8Mz21XCApsR,,,,,37.9842,23.7353,anonymous,EN,1,5c976a80bfb5690001eeeb84,1,1,2,1,1,2,1,1,2,1,1,"In some cases, I have selected the images with the most beautiful teeth. ",2,1,2,1,1,2,2,1,1,1,Teeth or light reflections on eyes. ,,
24/08/2023 16:02,24/08/2023 16:06,0,88.98.94.171,100,221,1,24/08/2023 16:06,R_e4cayEtoqwG1xER,,,,,52.4867,-1.8989,anonymous,EN,1,5870a098da731b000104a3ff,1,2,2,1,2,2,1,1,2,1,2,"The AI generated images all looked to have very, almost unnatural, smooth skin. The eyes of the real photographs also looked much more human and ""lived in"".",1,2,1,1,1,2,1,2,1,1,I found these images more difficult to determine. Some of the teeth didn't look right on the AI generated images so thought those must real. Sometimes the skin looked a bit too smooth but overall more difficult than with the female faces.,,
24/08/2023 16:00,24/08/2023 16:07,0,37.32.89.147,100,374,1,24/08/2023 16:07,R_51g1Q8bfpwuV9Hr,,,,,43.1479,12.1097,anonymous,EN,1,5da329d4e6307e0016d01af8,1,2,2,2,2,2,2,1,2,1,1,well it was hard but I choose the photos that looked more natural,2,2,2,2,2,2,2,2,2,1,"I choose photos that looked more natural, with imperfections",,
24/08/2023 16:00,24/08/2023 16:07,0,5.22.128.51,100,411,1,24/08/2023 16:07,R_XH6T9KgIJT8wZQl,,,,,32.0803,34.7805,anonymous,EN,0.899999976,6106ffee2f0d8f37d5202bd6,1,2,2,2,2,2,2,1,2,2,2,"I chose the pictures in which the lighting is perfect, smiles seems robotic, the eyes are a little crossed",2,2,1,2,1,2,1,2,1,1,I chose faces that seems weirder to me or less real,,
24/08/2023 16:02,24/08/2023 16:07,0,206.83.103.196,100,297,1,24/08/2023 16:07,R_12x6beIH7sXCBWy,,,,,-36.8506,174.7679,anonymous,EN,0.899999976,646578bf058dadcfa1e9b4f4,1,1,2,1,2,2,1,1,2,2,2,"It was actually very difficult. I tried to select the image that looked too perfect, symmetrical or free of blemishes. But i'm not at all sure. ",2,2,2,1,1,2,2,2,2,1,"Some the these images looked odd, outside the norm. The contrasting image looked like a person archetype, so I picked those. Except the last one, looked too strange. ",,
24/08/2023 16:04,24/08/2023 16:07,0,46.30.132.232,100,198,1,24/08/2023 16:07,R_sui9omqZNQ5IoF3,,,,,60.1797,24.9344,anonymous,EN,0.899999976,6014600e77aab746368ec3c6,1,2,2,1,2,1,2,1,2,1,1,"The fake images looked made up, people's faces were spotless",1,2,1,1,1,2,1,2,1,1,"The faces did not look natural, the smile was unnatural",,
24/08/2023 16:03,24/08/2023 16:07,0,222.152.199.225,100,274,1,24/08/2023 16:07,R_V3ABAXZR3DeKK89,,,,,-45.8976,170.4909,anonymous,EN,0.899999976,5f51928b9cd7773e67c1f84a,1,1,1,1,2,1,1,1,2,2,1,I was looking for unnatural features on the faces but sometimes it was really hard to tell.,2,1,2,1,1,2,1,1,1,1,I was looking for unnatural features on the faces.,,
24/08/2023 16:02,24/08/2023 16:07,0,149.167.138.90,100,340,1,24/08/2023 16:07,R_2uqUTfGP4zSkSVo,,,,,-35.2828,149.1283,anonymous,EN,1,63b7d0ea4778caf55db8674e,1,1,2,1,2,2,2,1,2,2,1,"There were different reasons for different responses. Some faces looked overly airbrushed/perfect in an AI sort of way, while others I chose because they didn't look proportional in some way.",2,2,1,1,2,1,1,1,1,1,"Again, I'm not sure if you mean in general or just for that last one? Some of the faces just look off as in too airbrushed/smooth, and some look disproportionate in ways that you often see in AI",,
24/08/2023 16:04,24/08/2023 16:08,0,86.155.0.58,100,280,1,24/08/2023 16:08,R_1gUr0SOl4UJIaRI,,,,,53.6774,-1.2906,anonymous,EN,0.899999976,5cb2d3be2df32800172e3736,1,2,1,1,2,2,1,1,2,1,2,I found choosing between them extremely difficult as they all looked human. I felt that the ones I chose as AI generated appeared to be less emotional and almost shinier.,1,2,1,1,1,1,1,2,1,1,"Again, I felt that the fake images were smoother and slightly less human like.",,
24/08/2023 16:03,24/08/2023 16:09,0,92.9.69.17,100,331,1,24/08/2023 16:09,R_VLrkyhH9Y2rTE6R,,,,,53.3809,-3.0986,anonymous,EN,1,6238356bc0cff42b67a58c58,1,1,2,1,2,2,1,2,2,2,2,I looked at the skon colour and tone - if the skin looked smooth and all one colour I thought they could be the fake images.  Images with natural light on the skin (shininess/showing darker patches) looked more real,2,2,1,1,2,2,1,2,1,1,Much harder with male images! again looked at skin tone and chose the ones that looked a more evn colour and the ones with natural light/different skin tones looked more real.  Almost impossible to say though!,,
24/08/2023 16:03,24/08/2023 16:09,0,94.67.187.136,100,363,1,24/08/2023 16:09,R_2qDj7isxZ4SmnnY,,,,,40.8409,25.8737,anonymous,EN,1,5caf52b18b46a700131eec10,1,1,1,1,2,1,1,1,1,1,1,the faces i chose had slightly unrealistic colour and shape of nose ,1,2,1,1,1,1,1,1,1,1,skin too smooth for men and shape of head,,
24/08/2023 16:03,24/08/2023 16:09,0,62.74.210.66,100,332,1,24/08/2023 16:09,R_R92OlgbS9mfse2Z,,,,,37.9667,23.7167,anonymous,EN,1,5e54068a29be90034f6e8649,1,2,2,1,2,2,1,1,2,1,2,"Basically, the faces I selected as fake seemed out of place, though I am not entirely sure in what way.",2,1,1,1,2,1,1,2,2,1,"The faces I selected as fake felt out of place, though I am no sure in what way.",,
24/08/2023 16:03,24/08/2023 16:09,0,167.206.19.12,100,371,1,24/08/2023 16:09,R_1NxI7ETnmeJ0DbD,,,,,40.9352,-73.8341,anonymous,EN,0.899999976,62c89dcc5cf0b4997485841f,1,1,2,1,2,2,2,1,2,1,1,"I picked the faces that seemed too posed, perfect, or seemed a little bit off. Some of them gave me the uncanny valley, but some were very difficult to distinguish and I may have gotten them wrong.",2,1,1,1,2,1,1,1,1,1,"It's hard to tell, but I believe that some are distinguishable by expression or minute details.",,
24/08/2023 16:07,24/08/2023 16:10,0,116.12.61.49,100,173,1,24/08/2023 16:10,R_1puPy1uw9SjaN7j,,,,,-36.8506,174.7679,anonymous,EN,0.899999976,648ccd2afd3b0807d6553e5b,1,2,2,2,2,2,2,2,2,2,2,"They look too 'perfect', and seem to be highly standardized.",2,2,2,2,2,2,2,2,2,2,"Again, they look too perfect and standardized.",,
24/08/2023 16:01,24/08/2023 16:10,0,2.218.168.203,100,518,1,24/08/2023 16:10,R_3EMxuMF5gNkJLot,,,,,53.2078,-2.9699,anonymous,EN,1,565c40fbc121fe0005fc3b62,1,2,2,1,2,2,2,1,2,2,2,"I guessed for the most part. Some looked ""too perfect"" or deliberately flawed, like crows feet on somebody who otherwise looked young. ",2,2,1,1,1,2,1,1,2,1,"I looked at the ears quite often. The ones I chose as fake were too symmetrical, but I don't think any of them looked obviously fake.",,
24/08/2023 16:06,24/08/2023 16:10,0,146.90.67.89,100,233,1,24/08/2023 16:10,R_1LSW0VP16IrPb6k,,,,,52.25,-0.8833,anonymous,EN,1,5d8a7019508ab200177f4777,1,2,1,1,2,2,2,1,2,1,2,i had to make a 50/50 decision and acted upon gut feel only,1,1,1,1,2,1,2,1,2,1,i acted upon gut feel only and went with what I considered to be the fake image,,
24/08/2023 16:06,24/08/2023 16:11,0,188.240.71.195,100,297,1,24/08/2023 16:11,R_2EiZnVHSjULjepE,,,,,51.5088,-0.093,anonymous,EN,0.899999976,5e9035cae502b1328adcf15a,1,2,2,2,1,2,2,2,2,2,2,AI images looked more polished and no part of their face was out of focus,2,2,2,1,2,2,1,2,1,2,Same as before. I looked for parts of photo that were out of focus and determined those to be real,,
24/08/2023 16:07,24/08/2023 16:11,0,92.184.110.90,100,274,1,24/08/2023 16:11,R_3321sU6KoRRHWK1,,,,,48.8582,2.3387,anonymous,EN,0.899999976,63d7a57b34a44e2133d4d73e,1,1,2,2,2,2,1,1,2,2,2,I choose the ones which appeared to have less imperfections and looked less “humans” ,2,2,1,1,2,2,1,2,2,2,"Same than before, I choose the ones which appeared too perfect physically to be real photos",,
24/08/2023 16:00,24/08/2023 16:12,0,93.23.250.40,100,689,1,24/08/2023 16:12,R_10DwqvhzVWjNIRy,,,,,48.8582,2.3387,anonymous,EN,1,6467e0a93a96e2412b48eee6,1,1,2,1,1,2,1,1,2,2,2,too white teeth Skin too smooth retouch,1,2,1,1,2,2,1,1,1,1,"The beard and the hair seem false to me, too light.",,
24/08/2023 16:04,24/08/2023 16:12,0,85.29.107.74,100,481,1,24/08/2023 16:12,R_2EaWnhD8nZCbGCT,,,,,64.2081,27.7334,anonymous,EN,1,59b39cd4c05bb50001eb3b81,1,2,1,1,1,2,2,1,2,2,1,It was hard to differentiate between pictures so I just went with a gut feeling.,1,2,2,1,1,1,1,1,1,1,Went with a gut feeling again. Some of the pictures looked a bit off.,,
24/08/2023 16:06,24/08/2023 16:12,0,212.171.218.124,100,406,1,24/08/2023 16:12,R_3oHnp4IWLLZ2Uo4,,,,,42.5166,14.1386,anonymous,EN,1,578b4394ad1a6c0001466a6d,1,1,1,1,2,2,1,1,1,1,1,I choose the ones that seem a bit unnatural,1,1,1,1,1,1,2,1,1,1,I choose the ones that seem a bit unnatural,,
24/08/2023 16:06,24/08/2023 16:12,0,203.160.122.76,100,386,1,24/08/2023 16:12,R_p6RNNjgrXBPqEbT,,,,,-41.2881,174.74,anonymous,EN,1,6096ace01e65b3225e84d29f,1,1,1,1,1,1,1,1,2,1,2,"the image does not match, face have changes from the original photo",1,1,1,1,1,2,1,2,1,1,the photos have inconsistent shapes of the faces of the people in the photos,,
24/08/2023 16:04,24/08/2023 16:13,0,46.69.166.104,100,529,1,24/08/2023 16:13,R_dnVNUP8tu8DXy1z,,,,,52.9538,-1.1571,anonymous,EN,1,62fd55dc6d29d64eaaea2dec,1,2,2,1,2,2,1,2,2,2,2,"perfection of some of the images, lack of variation of skin tone.  ",2,2,2,2,2,2,1,2,2,1,"Quality of the images, lighting, skin tone. ",,
24/08/2023 16:03,24/08/2023 16:13,0,79.51.176.9,100,570,1,24/08/2023 16:13,R_2c2wXuSX6FoSGIa,,,,,45.6482,13.7747,anonymous,EN,1,647e27e47db9e4a980fc5291,1,2,2,1,1,2,2,1,2,1,1,"I tried to spot every element of the face that could seem ""adjusted"", blurred, with an inconsistent color tone/light. In some cases I judged fake the faces more simmetric and with better enlightenment. Some pairs seemed both real and I followed intuition.",2,2,1,1,1,2,1,2,2,1,"Same as before. Faces with evident size inconsistencies between the parts seemed fake. For other it was hard to decide, I tried to focus on lips, smile and hair to find unnatural details.",,
24/08/2023 16:02,24/08/2023 16:13,0,94.66.38.204,100,633,1,24/08/2023 16:13,R_Dv3Pf9Rtle4AGjv,,,,,37.9842,23.7353,anonymous,EN,0.899999976,5e908576621d9b391f65c9b5,1,1,1,1,2,1,1,1,1,2,2,"Given that a first image of a person significantly influences how the human brain works compared to the decisions it has to make, a more non-physical, flawless image usually creates the impression of a false and at the same time not spontaneous image. ",2,1,2,1,1,1,1,2,1,2,"Given that a first image of a person significantly influences how the human brain works compared to the decisions it has to make, a more non-physical, flawless image usually creates the impression of a false and at the same time not spontaneous image. ",,
24/08/2023 16:06,24/08/2023 16:13,0,151.38.190.229,100,431,1,24/08/2023 16:13,R_553x9GkF4ArOIff,,,,,45.4722,9.1922,anonymous,EN,0.899999976,5ef0932312818b06a0abf52d,1,1,2,1,2,2,1,1,2,1,2,"I tried to observe expression and details on the face as light, but it's pretty difficult to really understand.",1,2,1,2,2,2,1,1,2,2,"it looks a little ""flat"" and light was not natural.",,
24/08/2023 16:03,24/08/2023 16:13,0,120.21.135.67,100,636,1,24/08/2023 16:13,R_1pDWmhiu8zIxH6C,,,,,-37.8159,144.9669,anonymous,EN,1,5c5b60df7e554c0001258e71,1,2,2,2,2,2,1,1,2,2,2,Fake faces rarely had a smile. Very offered they appeared to be too perfect.,2,1,1,2,1,2,2,2,2,1,Fake faces rarely had their lips open and when you could xsee their teeth they were too perfect,,
24/08/2023 16:01,24/08/2023 16:13,0,79.56.191.218,100,738,1,24/08/2023 16:13,R_1hGqL2JxnjJk0QV,,,,,46.0674,13.2364,anonymous,EN,1,5c3e824ce0ea8200014651f9,1,2,2,1,2,2,1,2,2,2,1,The physical details of some faces seemed too uniform and did not express the intrinsic imperfection typical of natural faces,2,2,2,2,2,1,1,2,2,1,"some faces were not consistent with a natural development of the human face (too accentuated imperfections, emotional expressions that did not follow the facial features, excesses of symmetry in some cases, the opposite in others, etc.)",,
24/08/2023 16:09,24/08/2023 16:13,0,62.169.201.60,100,245,1,24/08/2023 16:13,R_1f3H2hHIQ8OARAH,,,,,37.9842,23.7353,anonymous,EN,0.899999976,60ca1c436511b9fc8ab35615,1,1,2,2,2,2,1,1,1,1,2,Most faces had no faults at all. It is rare that a person does not have any fault.,1,2,1,1,2,2,1,1,1,1,Most men had some weird features on their faces.,,
24/08/2023 16:04,24/08/2023 16:13,0,166.199.168.46,100,553,1,24/08/2023 16:13,R_2bQr9VVNHqtFT4h,,,,,32.3012,-90.1834,anonymous,EN,1,59a4b7e0c9281e0001c1bc8f,1,1,2,2,2,2,2,2,2,2,2,"I picked the ones that looked ""too perfect"" or had less ""life"" in their eyes.",2,2,1,2,2,2,1,2,2,1,"I picked the images that looked less lifelike, too ""perfect"", or less alive.",,
24/08/2023 16:07,24/08/2023 16:13,0,85.168.48.244,100,415,1,24/08/2023 16:13,R_3nAhPwPjzR9bK8T,,,,,48.8323,2.4075,anonymous,EN,0.899999976,5dd73f496ca7e76e32b1aa16,1,2,2,1,2,1,1,1,2,2,2,Arbitrary; not enough clear information to be able to decide.,1,2,2,1,2,2,2,2,1,2,I too-perfect visages as artificial constructs. ,,
24/08/2023 16:06,24/08/2023 16:15,0,23.233.14.104,100,535,1,24/08/2023 16:15,R_3dCymVciOrQ1wnn,,,,,43.6591,-79.4626,anonymous,EN,0.800000012,590819e205fbfc000147720c,1,1,2,1,2,1,1,2,1,2,2,"I tried to examine each of the pairs carefully for details that stood out as fake (eg. eyes and teeth sometimes seemed a bit off) though I also tried to trust my gut. I tried not to give much concern to the general aesthetic / composition of the photo as AI image generators are generally pretty good at producing images that mimic different styles and eras of photography. Having said all this, I don't feel totally confident about most of my responses.",2,2,1,1,1,1,1,2,1,1,"The face proportions seem slightly off and it gave me an uncanny feeling. (Also for the previous time this question was asked: I thought it was asking about my responses to the study as a whole and not just the previous question, so I gave a more general response.)",,
24/08/2023 16:06,24/08/2023 16:15,0,217.33.250.141,100,537,1,24/08/2023 16:15,R_1hz2IMw4PkUbAZH,,,,,51.5733,-0.3964,anonymous,EN,1,62729ff6b6e5922c7cc5f2dd,1,1,2,2,2,2,1,1,2,2,2,I just went with my gut feeling of which was a natural looking picture and chose the other one.,2,1,2,2,1,1,2,2,1,2,Again I just went with my gut as to which picture looked like it had been altered,,
24/08/2023 16:08,24/08/2023 16:15,0,143.178.54.88,100,417,1,24/08/2023 16:15,R_1DSwDl7qv6VIT5a,,,,,51.7869,4.6574,anonymous,EN,0.899999976,6471c6a72c7da1e1928da8f6,1,1,2,1,2,2,2,1,2,1,2,"I was mainly looking for small details. In the past I have noticed that AI images of people they ears can look a bid odd. In these pictures it was not the case usually. I mainly judged by image quality, some looks more natural with light etc. Sometimes it was really hard to judge. I choose the most uncanny one",2,2,1,1,1,1,2,2,2,1,The same as last time. Mainly looking at the overal picture. Somehow I suspect that most AI pictures the 'person' is not smiling in the picture. But also looking at details like clothes,,
24/08/2023 16:06,24/08/2023 16:16,0,147.235.214.232,100,588,1,24/08/2023 16:16,R_xABSYuXPtURPf3j,,,,,32.816,34.9821,anonymous,EN,1,646bd5f01b9bf627d190c292,1,1,2,1,1,2,2,2,2,2,1,"I have chosen the faces which I believed were lacking some 'human' characteristics. I based my responses on the 'Uncanny Valley' theory, and the faces I marked as fake has humanoid expressions but slight alterations which made them appear less human-like. ",1,1,2,2,1,2,1,1,2,1,"As mentioned before, The faces I marked as fake gave off a feeling of something more generated rather than a real human face. I cannot pinpoint the off-putting features, however I chose the faces that triggered an 'Uncanny Valley' feeling. ",,
24/08/2023 16:05,24/08/2023 16:18,0,120.152.151.211,100,769,1,24/08/2023 16:18,R_3Kr0zgJUELKfBFN,,,,,-33.8715,151.2006,anonymous,EN,1,63965e964a5ee55f85d43a30,1,2,2,1,2,2,2,1,1,1,1,"It's extremely difficult to choose one as they all looked like they could be real or AI generated. In some instances I chose a picture due to inconsistencies in the lighting, where warm light fell on hair from a certain angle but the face did not reflect it. In some instances I chose the simplest picture, but I'm aware AI can generate very complex images. In some cases there was something about the face that wasn't quite right, the dimensions or the way the lighting didn't match up.",1,2,1,1,1,1,1,1,1,1,"Some of these were very difficult to decide, I went with images that depicted abnormal facial dimensions, or seemed to lack wrinkles where there could be.",,
24/08/2023 16:09,24/08/2023 16:19,0,31.152.211.252,100,553,1,24/08/2023 16:19,R_1jJkJsgGahAQcSN,,,,,39.644,22.4217,anonymous,EN,1,58ab12f1e6afe00001d36237,1,2,1,2,2,1,2,1,2,2,1,I think that fake ones don't look spontaneous and they might emphasize certain colors or details in a way that is more vibrant or intense than what would be typically seen in real life.,1,2,1,1,1,1,2,2,1,1,Ai genereted images emphasize certain colors or details in a way that is more vibrant or intense than what would be typically seen in real life.,,
24/08/2023 16:08,24/08/2023 16:19,0,93.172.164.112,100,671,1,24/08/2023 16:20,R_2X0CnJiypE57dkh,,,,,32.0803,34.7805,anonymous,EN,1,60041b89f0b70121fb013c80,1,1,1,1,1,2,2,1,2,2,2,Not sure. Too perfect looking. Changed my thinking in the middle.,2,2,1,1,1,2,1,2,1,2,Very hard to tell. Too perfect? Not sure.,,
24/08/2023 16:02,24/08/2023 16:30,0,202.127.10.93,100,1684,1,24/08/2023 16:30,R_21Ap368oH5xrMCg,,,,,-36.8506,174.7679,anonymous,EN,1,648c7323e84d92ce663a0111,1,2,2,2,2,2,2,1,2,1,2,the details aren't as sharp and clear,1,2,1,1,1,2,1,2,1,1,the background is a little more blurry,,
